image_ID,roll,pitch,yaw,rollpitchyaw,norm_roll,norm_pitch,norm_yaw,norm_rollpitchyaw,condition
part2_faceAlign_frame_face_B_A1_1009.jpg,2.875424,-15.425874,4.0413,22.342598,0.5949528,0.25151265,0.49707845,0.24355786,B
part2_faceAlign_frame_face_B_A1_101.jpg,-1.7320772,8.204144,7.4077992,17.34402,0.45890307,0.808692,0.5213979,0.18774168,B
part2_faceAlign_frame_face_B_A1_1010.jpg,2.2792532,-15.934861,3.2149148,21.42903,0.5773492,0.23951109,0.4911087,0.23335658,B
part2_faceAlign_frame_face_B_A1_1011.jpg,3.7662883,-12.790018,3.3597357,19.916042,0.6212582,0.3136643,0.49215487,0.21646194,B
part2_faceAlign_frame_face_B_A1_1012.jpg,4.6489496,-10.8589325,7.3856683,22.89355,0.6473212,0.35919794,0.52123797,0.24971002,B
part2_faceAlign_frame_face_B_A1_1013.jpg,2.2591977,-16.90519,-8.362374,27.52676,0.57675695,0.21663143,0.40747496,0.30144635,B
part2_faceAlign_frame_face_B_A1_1014.jpg,0.98759395,-17.492392,15.663815,34.1438,0.53920925,0.20278561,0.58103895,0.37533492,B
part2_faceAlign_frame_face_B_A1_1015.jpg,1.8820164,-8.753464,-5.5196567,16.155136,0.56561965,0.40884343,0.42801058,0.1744661,B
part2_faceAlign_frame_face_B_A1_1016.jpg,2.1748934,-8.361489,-1.9736208,12.510003,0.5742676,0.41808593,0.45362696,0.13376305,B
part2_faceAlign_frame_face_B_A1_1017.jpg,2.0482464,-7.587928,-0.8609296,10.497104,0.57052803,0.43632594,0.46166497,0.11128618,B
part2_faceAlign_frame_face_B_A1_1018.jpg,1.0047563,-6.174001,-2.4258924,9.6046505,0.539716,0.46966535,0.4503598,0.101320684,B
part2_faceAlign_frame_face_B_A1_1019.jpg,-0.9681466,-3.806218,6.2120843,10.986448,0.4814603,0.52549607,0.5127601,0.116750404,B
part2_faceAlign_frame_face_B_A1_102.jpg,-5.071174,3.1424272,10.012217,18.225819,0.36030662,0.68934023,0.54021204,0.1975882,B
part2_faceAlign_frame_face_B_A1_1020.jpg,0.3855712,-5.756154,-1.085124,7.226849,0.52143276,0.4795179,0.46004543,0.07476918,B
part2_faceAlign_frame_face_B_A1_1021.jpg,0.13402179,-4.9649367,-6.7853928,11.884352,0.514005,0.49817425,0.418867,0.12677677,B
part2_faceAlign_frame_face_B_A1_1022.jpg,0.07869445,-4.582136,0.13344222,4.794273,0.51237136,0.5072004,0.46884832,0.04760603,B
part2_faceAlign_frame_face_B_A1_1023.jpg,1.8800551,-2.970632,-1.5661432,6.41683,0.56556165,0.54519856,0.45657057,0.06572417,B
part2_faceAlign_frame_face_B_A1_1024.jpg,1.3436892,-3.312603,2.8466766,7.502969,0.5497239,0.5371351,0.4884486,0.07785244,B
part2_faceAlign_frame_face_B_A1_1025.jpg,2.199076,-4.293183,-1.2630134,7.7552724,0.5749817,0.51401377,0.45876038,0.08066977,B
part2_faceAlign_frame_face_B_A1_1026.jpg,0.74973506,-3.8284764,-0.26946542,4.8476768,0.53218573,0.5249712,0.46593773,0.04820236,B
part2_faceAlign_frame_face_B_A1_1027.jpg,-0.5388768,-4.312708,0.462652,5.3142366,0.49413574,0.5135533,0.4712265,0.053412158,B
part2_faceAlign_frame_face_B_A1_1028.jpg,-0.23693828,-4.73763,0.25661176,5.23118,0.50305134,0.503534,0.4697381,0.052484717,B
part2_faceAlign_frame_face_B_A1_1029.jpg,-0.31261542,-5.837601,-2.2144594,8.3646755,0.50081676,0.47759745,0.4518872,0.087474614,B
part2_faceAlign_frame_face_B_A1_103.jpg,4.5845113,-1.1084886,-11.484005,17.177006,0.6454185,0.5891066,0.38492444,0.18587673,B
part2_faceAlign_frame_face_B_A1_1030.jpg,-0.93145704,-3.1338696,-1.5734686,5.6387954,0.48254368,0.54134953,0.45651767,0.057036314,B
part2_faceAlign_frame_face_B_A1_1031.jpg,0.60732865,-6.555857,-0.024779327,7.1879654,0.52798074,0.46066147,0.4677053,0.07433499,B
part2_faceAlign_frame_face_B_A1_1032.jpg,1.1766981,-5.078658,-1.4529443,7.7083006,0.54479307,0.49549276,0.4573883,0.08014526,B
part2_faceAlign_frame_face_B_A1_1033.jpg,-0.43877414,-3.6991823,-2.7896128,6.9275694,0.4970916,0.52801985,0.4477323,0.07142729,B
part2_faceAlign_frame_face_B_A1_1034.jpg,-0.8221085,-3.900091,0.15972428,4.8819237,0.48577252,0.5232826,0.46903813,0.048584774,B
part2_faceAlign_frame_face_B_A1_1035.jpg,3.7631564,-6.8153563,-2.330185,12.908697,0.6211657,0.45454264,0.45105118,0.13821502,B
part2_faceAlign_frame_face_B_A1_1036.jpg,1.6614636,-2.4877033,-3.1609232,7.31009,0.5591071,0.55658567,0.44504997,0.07569868,B
part2_faceAlign_frame_face_B_A1_1037.jpg,3.5390372,-7.4909325,2.6653047,13.695274,0.6145479,0.43861303,0.48713836,0.14699827,B
part2_faceAlign_frame_face_B_A1_1038.jpg,-0.2793203,-13.189081,-0.72575843,14.19416,0.50179994,0.30425465,0.46264145,0.15256904,B
part2_faceAlign_frame_face_B_A1_1039.jpg,0.34038556,-0.7352795,1.0957786,2.1714435,0.5200985,0.59790665,0.47580016,0.018318433,B
part2_faceAlign_frame_face_B_A1_104.jpg,5.4501963,-6.164999,-2.0925646,13.70776,0.67098033,0.46987763,0.45276773,0.14713769,B
part2_faceAlign_frame_face_B_A1_1040.jpg,-0.37042424,-1.8670027,0.40187538,2.6393023,0.4991098,0.57122135,0.47078747,0.02354274,B
part2_faceAlign_frame_face_B_A1_1041.jpg,0.27768847,-1.9734306,-1.8418422,4.0929613,0.5182472,0.5687119,0.45457894,0.039774895,B
part2_faceAlign_frame_face_B_A1_1042.jpg,-1.0201628,-7.690844,10.673051,19.384058,0.4799244,0.43389925,0.5449859,0.21052158,B
part2_faceAlign_frame_face_B_A1_1043.jpg,-6.1186132,-7.3947616,21.877003,35.390377,0.32937798,0.44088066,0.6259226,0.38925472,B
part2_faceAlign_frame_face_B_A1_1044.jpg,-4.831439,-6.7151713,4.900097,16.446707,0.3673855,0.45690492,0.50328237,0.1777219,B
part2_faceAlign_frame_face_B_A1_1045.jpg,1.7413942,-12.414393,3.866629,18.022417,0.56146735,0.32252127,0.49581665,0.19531694,B
part2_faceAlign_frame_face_B_A1_1046.jpg,2.347407,-5.2886844,-4.0630074,11.699099,0.57936156,0.4905405,0.43853337,0.12470815,B
part2_faceAlign_frame_face_B_A1_1047.jpg,2.5933928,-1.8224987,1.970282,6.3861737,0.58662504,0.57227075,0.48211753,0.06538185,B
part2_faceAlign_frame_face_B_A1_1048.jpg,0.08007483,-1.5384203,4.370984,5.989479,0.5124121,0.5789691,0.4994601,0.060952194,B
part2_faceAlign_frame_face_B_A1_1049.jpg,1.3810918,-4.0159698,7.9125457,13.309607,0.5508284,0.5205502,0.52504414,0.14269175,B
part2_faceAlign_frame_face_B_A1_105.jpg,1.1784086,-4.227126,-6.8194985,12.225033,0.5448436,0.5155713,0.4186206,0.13058095,B
part2_faceAlign_frame_face_B_A1_1050.jpg,2.192734,-14.262977,10.238369,26.69408,0.5747944,0.27893296,0.5418458,0.2921483,B
part2_faceAlign_frame_face_B_A1_1051.jpg,2.5035403,-14.153538,8.496221,25.153297,0.58397186,0.28151345,0.5292606,0.2749433,B
part2_faceAlign_frame_face_B_A1_1052.jpg,1.9099817,-13.339831,10.102572,25.352386,0.56644535,0.30070007,0.54086477,0.2771664,B
part2_faceAlign_frame_face_B_A1_1053.jpg,3.1973634,-14.798653,7.6418915,25.637907,0.604459,0.26630208,0.52308893,0.28035465,B
part2_faceAlign_frame_face_B_A1_1054.jpg,4.400956,-18.601913,7.757633,30.760502,0.63999856,0.17662385,0.523925,0.33755565,B
part2_faceAlign_frame_face_B_A1_1055.jpg,0.7495198,-12.545201,5.853829,19.14855,0.53217936,0.3194369,0.51017207,0.2078918,B
part2_faceAlign_frame_face_B_A1_1056.jpg,4.814401,-12.339384,1.9147215,19.068508,0.6522067,0.32428992,0.48171616,0.20699802,B
part2_faceAlign_frame_face_B_A1_1057.jpg,2.987318,-12.748601,8.356872,24.09279,0.5982568,0.31464088,0.5282539,0.26310122,B
part2_faceAlign_frame_face_B_A1_1058.jpg,0.29813144,-10.580641,7.481736,18.360508,0.51885086,0.36575988,0.521932,0.1990922,B
part2_faceAlign_frame_face_B_A1_1059.jpg,1.7497,-14.441338,4.2105627,20.4016,0.5617126,0.27472734,0.4983012,0.22188388,B
part2_faceAlign_frame_face_B_A1_106.jpg,0.25772905,-3.727499,8.939716,12.924944,0.5176578,0.52735215,0.5324643,0.13839644,B
part2_faceAlign_frame_face_B_A1_1060.jpg,3.498921,-20.71488,-2.525663,26.739464,0.6133633,0.12680158,0.44963905,0.29265508,B
part2_faceAlign_frame_face_B_A1_1061.jpg,-2.7219758,-9.660655,-18.907345,31.289976,0.4296735,0.38745245,0.33129862,0.34346798,B
part2_faceAlign_frame_face_B_A1_1062.jpg,-0.13226071,-1.1424704,-21.307007,22.581738,0.50614226,0.5883053,0.31396356,0.24622819,B
part2_faceAlign_frame_face_B_A1_1063.jpg,1.0297351,-7.051344,-24.744394,32.825474,0.54045355,0.44897822,0.2891321,0.36061397,B
part2_faceAlign_frame_face_B_A1_1064.jpg,-3.0019066,-4.6028504,-19.263529,26.868286,0.42140773,0.506712,0.32872558,0.29409355,B
part2_faceAlign_frame_face_B_A1_1065.jpg,1.1523583,-4.5418196,-16.360699,22.054876,0.54407436,0.50815105,0.34969544,0.24034505,B
part2_faceAlign_frame_face_B_A1_1066.jpg,-3.4245036,-5.8680596,-10.774172,20.066734,0.40892932,0.47687924,0.39005226,0.21814463,B
part2_faceAlign_frame_face_B_A1_1067.jpg,-6.148678,-4.677686,-14.402283,25.228647,0.32849023,0.5049474,0.36384296,0.27578467,B
part2_faceAlign_frame_face_B_A1_1068.jpg,-1.8421814,-4.637249,-14.773575,21.253006,0.45565194,0.5059009,0.36116076,0.23139103,B
part2_faceAlign_frame_face_B_A1_1069.jpg,-3.609312,-3.6481886,-11.491835,18.749336,0.4034723,0.52922225,0.38486788,0.20343402,B
part2_faceAlign_frame_face_B_A1_107.jpg,-0.43592355,-2.3707345,-1.0699863,3.8766444,0.49717578,0.5593437,0.4601548,0.03735941,B
part2_faceAlign_frame_face_B_A1_1070.jpg,0.83392197,-1.70039,-11.002597,13.536909,0.5346716,0.57515,0.3884021,0.1452299,B
part2_faceAlign_frame_face_B_A1_1071.jpg,-3.3950415,-7.2403646,-15.728966,26.364372,0.40979928,0.44452125,0.35425907,0.28846663,B
part2_faceAlign_frame_face_B_A1_1072.jpg,-2.2711804,-5.9176545,-16.991278,25.180113,0.44298452,0.47570983,0.34514016,0.27524272,B
part2_faceAlign_frame_face_B_A1_1073.jpg,2.2117245,-1.8025199,-8.676664,12.690908,0.57535523,0.5727418,0.4052045,0.1357831,B
part2_faceAlign_frame_face_B_A1_1074.jpg,0.57307315,-4.001125,-14.688918,19.263115,0.52696925,0.52090025,0.3617723,0.20917109,B
part2_faceAlign_frame_face_B_A1_1075.jpg,0.540394,-7.6286726,-7.589707,15.758774,0.5260043,0.4353652,0.41305667,0.17004016,B
part2_faceAlign_frame_face_B_A1_1078.jpg,2.0115855,-0.66933167,-8.961332,11.64225,0.5694455,0.5994616,0.40314808,0.12407336,B
part2_faceAlign_frame_face_B_A1_1079.jpg,1.410247,-1.156767,4.2123537,6.7793674,0.55168927,0.58796823,0.49831417,0.069772415,B
part2_faceAlign_frame_face_B_A1_108.jpg,-2.351193,1.6098354,12.792227,16.753256,0.4406219,0.6532028,0.56029475,0.18114497,B
part2_faceAlign_frame_face_B_A1_1080.jpg,-3.2102869,-0.9637959,0.4548713,4.628954,0.41525468,0.5925183,0.47117028,0.04576001,B
part2_faceAlign_frame_face_B_A1_1081.jpg,-8.547124,-6.5288053,-7.5576043,22.633533,0.2576692,0.46129933,0.41328856,0.24680656,B
part2_faceAlign_frame_face_B_A1_1082.jpg,-6.389169,-3.9031804,-2.6859367,12.978287,0.32138902,0.5232097,0.44848123,0.13899209,B
part2_faceAlign_frame_face_B_A1_1083.jpg,-1.4240018,-2.9349086,8.150036,12.508946,0.4679999,0.5460409,0.5267598,0.13375124,B
part2_faceAlign_frame_face_B_A1_1084.jpg,-10.574654,-4.4634166,-4.8484178,19.886488,0.19780055,0.50999975,0.43285957,0.21613193,B
part2_faceAlign_frame_face_B_A1_1085.jpg,-6.0801954,-5.7481937,-4.011923,15.840312,0.33051237,0.4797056,0.43890238,0.17095065,B
part2_faceAlign_frame_face_B_A1_1086.jpg,-2.3346462,-1.974337,0.4141787,4.723162,0.4411105,0.56869054,0.4708763,0.046811976,B
part2_faceAlign_frame_face_B_A1_1087.jpg,-2.0832143,-3.404482,1.7230275,7.210724,0.44853476,0.5349687,0.4803314,0.07458912,B
part2_faceAlign_frame_face_B_A1_1088.jpg,-5.4341197,-2.7826078,-0.15087134,8.367599,0.34958962,0.549632,0.46679443,0.087507255,B
part2_faceAlign_frame_face_B_A1_1089.jpg,-6.224243,-3.4234405,-0.4259916,10.073676,0.32625896,0.53452164,0.46480694,0.10655801,B
part2_faceAlign_frame_face_B_A1_109.jpg,0.08519276,-3.4589803,4.1146374,7.6588106,0.5125632,0.53368366,0.49760824,0.07959264,B
part2_faceAlign_frame_face_B_A1_1090.jpg,-8.504703,-5.6192193,-5.689252,19.813175,0.2589218,0.48274672,0.42678544,0.21531329,B
part2_faceAlign_frame_face_B_A1_1091.jpg,-6.98261,-4.9168267,-2.2877984,14.187235,0.30386597,0.49930865,0.45135736,0.1524917,B
part2_faceAlign_frame_face_B_A1_1092.jpg,-6.0474777,-4.329523,3.8967068,14.273707,0.33147845,0.51315683,0.4960339,0.1534573,B
part2_faceAlign_frame_face_B_A1_1093.jpg,-14.360369,-9.111414,-0.44794482,23.919727,0.08601641,0.4004032,0.4646484,0.26116875,B
part2_faceAlign_frame_face_B_A1_1094.jpg,-6.155933,-7.611238,-2.661587,16.428759,0.32827598,0.4357763,0.44865716,0.17752148,B
part2_faceAlign_frame_face_B_A1_1095.jpg,-12.8703375,-6.6879287,-3.6282392,23.186504,0.13001387,0.45754728,0.4416741,0.25298128,B
part2_faceAlign_frame_face_B_A1_1096.jpg,-9.703689,-6.5369806,-3.359755,19.600424,0.2235183,0.46110657,0.4436136,0.21293761,B
part2_faceAlign_frame_face_B_A1_1097.jpg,-11.905737,-7.831839,-7.7637377,27.501312,0.15849648,0.43057472,0.41179946,0.30116218,B
part2_faceAlign_frame_face_B_A1_1098.jpg,-4.5988855,-4.902226,-2.9535396,12.454652,0.37425232,0.49965292,0.44654807,0.13314497,B
part2_faceAlign_frame_face_B_A1_1099.jpg,-6.1831403,-7.9074655,11.22414,25.314747,0.32747263,0.4287915,0.5489669,0.2767461,B
part2_faceAlign_frame_face_B_A1_11.jpg,-2.0661805,1.4670681,4.9310193,8.464268,0.44903773,0.6498364,0.50350577,0.0885867,B
part2_faceAlign_frame_face_B_A1_110.jpg,-3.7803383,-4.781573,-1.7927921,10.354703,0.39842227,0.50249785,0.45493326,0.109696075,B
part2_faceAlign_frame_face_B_A1_1100.jpg,-5.7462,-9.8514805,1.8030096,17.40069,0.34037453,0.38295296,0.48090917,0.18837447,B
part2_faceAlign_frame_face_B_A1_1101.jpg,-2.4340928,-13.341015,2.6500134,18.425121,0.43817407,0.30067217,0.4870279,0.1998137,B
part2_faceAlign_frame_face_B_A1_1102.jpg,-0.46487337,-12.890746,4.428421,17.78404,0.4963209,0.3112892,0.499875,0.19265513,B
part2_faceAlign_frame_face_B_A1_1103.jpg,8.713298,-5.5499077,0.38641438,14.64962,0.7673329,0.48438105,0.47067574,0.15765488,B
part2_faceAlign_frame_face_B_A1_1104.jpg,5.9749136,-10.077413,0.36851224,16.42084,0.6864742,0.37762564,0.47054645,0.17743306,B
part2_faceAlign_frame_face_B_A1_1105.jpg,5.130652,-8.83665,-0.027205795,13.994508,0.6615449,0.40688193,0.4676878,0.15033963,B
part2_faceAlign_frame_face_B_A1_1106.jpg,7.795926,-7.84853,0.851134,16.49559,0.7402448,0.43018115,0.47403288,0.17826775,B
part2_faceAlign_frame_face_B_A1_1107.jpg,8.13497,-8.1348295,1.3847644,17.654562,0.75025606,0.42343035,0.47788778,0.19120932,B
part2_faceAlign_frame_face_B_A1_1108.jpg,9.368391,-6.133296,1.7276075,17.229294,0.78667635,0.47062513,0.48036447,0.1864606,B
part2_faceAlign_frame_face_B_A1_1109.jpg,7.016889,-7.5241246,2.143564,16.684578,0.7172415,0.4378304,0.4833693,0.18037808,B
part2_faceAlign_frame_face_B_A1_111.jpg,4.1202726,-4.157452,7.107095,15.38482,0.6317106,0.5172142,0.5192256,0.16586444,B
part2_faceAlign_frame_face_B_A1_1110.jpg,1.6648363,-9.491688,-0.5015764,11.6581,0.5592067,0.3914366,0.46426094,0.124250345,B
part2_faceAlign_frame_face_B_A1_1111.jpg,1.6591303,-11.245143,2.6351967,15.53947,0.5590382,0.35009137,0.4869208,0.16759132,B
part2_faceAlign_frame_face_B_A1_1112.jpg,2.879585,-12.2021055,2.0106852,17.092377,0.5950757,0.32752687,0.48240942,0.18493173,B
part2_faceAlign_frame_face_B_A1_1113.jpg,1.5331318,-11.433761,4.1187763,17.085669,0.5553178,0.3456439,0.49763814,0.18485682,B
part2_faceAlign_frame_face_B_A1_1114.jpg,0.43733153,-12.271874,3.3202415,16.029448,0.52296114,0.32588175,0.4918696,0.17306261,B
part2_faceAlign_frame_face_B_A1_1115.jpg,0.52746075,-13.092544,5.8013725,19.421377,0.5256224,0.30653095,0.50979316,0.2109383,B
part2_faceAlign_frame_face_B_A1_1116.jpg,0.40212375,-9.609817,7.149385,17.161325,0.5219215,0.3886512,0.5195311,0.18570164,B
part2_faceAlign_frame_face_B_A1_1117.jpg,-0.23265684,-9.081667,7.990838,17.30516,0.5031778,0.40110463,0.52560973,0.18730776,B
part2_faceAlign_frame_face_B_A1_1118.jpg,-2.4053,-9.843192,6.536942,18.785435,0.43902424,0.38314837,0.51510686,0.20383711,B
part2_faceAlign_frame_face_B_A1_1119.jpg,-0.58851963,-7.48213,3.7163887,11.787039,0.4926699,0.4388206,0.49473128,0.12569013,B
part2_faceAlign_frame_face_B_A1_112.jpg,-2.0141664,-3.914104,-3.4054215,9.333692,0.4505736,0.52295214,0.4432837,0.09829504,B
part2_faceAlign_frame_face_B_A1_1120.jpg,-2.155777,-9.395743,5.509987,17.061508,0.44639212,0.3936989,0.50768816,0.18458703,B
part2_faceAlign_frame_face_B_A1_1121.jpg,-1.1264267,-12.802301,4.0427094,17.971437,0.47678664,0.31337467,0.49708864,0.19474769,B
part2_faceAlign_frame_face_B_A1_1122.jpg,3.4574184,2.414597,57.09466,62.96668,0.6121379,0.6721785,0.8803333,0.6971831,B
part2_faceAlign_frame_face_B_A1_1123.jpg,5.2397265,-5.837959,-20.740532,31.818218,0.66476566,0.47758898,0.31805575,0.34936655,B
part2_faceAlign_frame_face_B_A1_1124.jpg,5.0755773,-4.0758176,-15.088771,24.240166,0.65991867,0.51913905,0.3588838,0.26474687,B
part2_faceAlign_frame_face_B_A1_1125.jpg,0.8259874,-5.872202,-23.381327,30.079515,0.5344373,0.47678158,0.2989788,0.32995147,B
part2_faceAlign_frame_face_B_A1_1126.jpg,1.6609075,-9.925761,-6.661366,18.248035,0.55909073,0.38120145,0.41976294,0.19783628,B
part2_faceAlign_frame_face_B_A1_1127.jpg,-5.1882772,-7.45616,-4.979772,17.62421,0.35684884,0.43943295,0.4319107,0.1908704,B
part2_faceAlign_frame_face_B_A1_1128.jpg,7.977659,-8.974149,6.4229803,23.37479,0.745611,0.40363985,0.5142836,0.25508374,B
part2_faceAlign_frame_face_B_A1_1129.jpg,-5.099769,-18.10171,-8.167567,31.369045,0.35946226,0.18841831,0.4088822,0.34435087,B
part2_faceAlign_frame_face_B_A1_113.jpg,2.4764225,-3.8318188,9.9472475,16.25549,0.5831712,0.5248924,0.53974277,0.17558669,B
part2_faceAlign_frame_face_B_A1_1130.jpg,2.827074,-11.873832,8.757138,23.458044,0.5935252,0.33526734,0.53114545,0.2560134,B
part2_faceAlign_frame_face_B_A1_1131.jpg,-2.5003238,-5.1451154,-6.1848354,13.830275,0.43621838,0.49392578,0.42320535,0.14850573,B
part2_faceAlign_frame_face_B_A1_1132.jpg,-7.667829,-6.8963313,-13.143031,27.707191,0.2836329,0.4526333,0.3729397,0.3034611,B
part2_faceAlign_frame_face_B_A1_1133.jpg,-2.4604359,-3.439049,-3.8516192,9.751104,0.4373962,0.53415364,0.4400604,0.10295604,B
part2_faceAlign_frame_face_B_A1_1134.jpg,-9.818895,-9.314174,-9.264741,28.397808,0.22011648,0.39562225,0.4009563,0.3111728,B
part2_faceAlign_frame_face_B_A1_1135.jpg,-7.1153917,-7.4495306,-9.456915,24.021837,0.2999452,0.43958923,0.39956802,0.26230893,B
part2_faceAlign_frame_face_B_A1_1136.jpg,-9.819033,-9.753075,-6.7975917,26.3697,0.22011243,0.3852733,0.41877884,0.28852612,B
part2_faceAlign_frame_face_B_A1_1137.jpg,-4.6394672,-8.636629,-8.958788,22.234884,0.37305403,0.4115983,0.4031665,0.24235508,B
part2_faceAlign_frame_face_B_A1_1138.jpg,-8.239734,-8.370682,-4.7438955,21.354313,0.26674578,0.41786915,0.43361464,0.23252226,B
part2_faceAlign_frame_face_B_A1_1139.jpg,-9.077431,-9.173077,-6.10761,24.358118,0.24201037,0.39894924,0.42376325,0.266064,B
part2_faceAlign_frame_face_B_A1_114.jpg,-4.4220743,-1.2941098,5.0132113,10.729395,0.37947318,0.5847298,0.5040995,0.11388004,B
part2_faceAlign_frame_face_B_A1_1140.jpg,-5.0741334,-10.226062,-4.811537,20.111732,0.36021927,0.3741206,0.433126,0.2186471,B
part2_faceAlign_frame_face_B_A1_1141.jpg,-4.9584103,-5.6652484,-7.2959566,17.919617,0.3636363,0.48166138,0.4151787,0.19416903,B
part2_faceAlign_frame_face_B_A1_1142.jpg,-7.5549164,-7.005661,-7.489688,22.050266,0.28696698,0.4500554,0.41377917,0.24029356,B
part2_faceAlign_frame_face_B_A1_1143.jpg,-7.0062456,-7.6921563,-7.837857,22.536259,0.30316806,0.43386832,0.41126403,0.24572036,B
part2_faceAlign_frame_face_B_A1_1144.jpg,-5.116471,-6.908829,-5.527886,17.553186,0.35896912,0.45233864,0.42795116,0.19007732,B
part2_faceAlign_frame_face_B_A1_1145.jpg,-10.595543,-8.839308,-5.621812,25.056664,0.19718373,0.40681928,0.42727265,0.27386424,B
part2_faceAlign_frame_face_B_A1_1146.jpg,-9.043654,-10.505941,-6.0031247,25.55272,0.2430077,0.36752123,0.42451805,0.2794034,B
part2_faceAlign_frame_face_B_A1_1147.jpg,-5.2278223,-9.447944,-5.5522118,20.227978,0.35568115,0.39246807,0.4277754,0.21994513,B
part2_faceAlign_frame_face_B_A1_1148.jpg,-4.498682,-4.2902665,-7.274597,16.063545,0.3772111,0.5140825,0.415333,0.17344336,B
part2_faceAlign_frame_face_B_A1_1149.jpg,-2.1806293,-3.6028883,-5.5317264,11.315245,0.44565827,0.5302904,0.4279234,0.12042188,B
part2_faceAlign_frame_face_B_A1_115.jpg,-1.8723954,-3.2047446,3.7775495,8.85469,0.45475978,0.53967834,0.49517313,0.092946306,B
part2_faceAlign_frame_face_B_A1_1150.jpg,-4.516733,-3.6150591,-6.631503,14.763295,0.3766781,0.5300034,0.41997865,0.15892424,B
part2_faceAlign_frame_face_B_A1_1151.jpg,2.6983583,-5.160714,-7.367057,15.22613,0.5897245,0.493558,0.41466507,0.16409244,B
part2_faceAlign_frame_face_B_A1_1152.jpg,-1.1092983,-10.386519,-4.7846403,16.280458,0.47729242,0.3703371,0.4333203,0.1758655,B
part2_faceAlign_frame_face_B_A1_1153.jpg,-5.771063,-12.399831,4.7942324,22.965126,0.3396404,0.32286462,0.50251764,0.25050926,B
part2_faceAlign_frame_face_B_A1_1154.jpg,-7.401588,-12.798022,15.065813,35.265423,0.29149443,0.31347555,0.576719,0.38785943,B
part2_faceAlign_frame_face_B_A1_1155.jpg,-5.6419797,-12.734055,8.023719,26.399754,0.34345198,0.31498387,0.52584726,0.28886172,B
part2_faceAlign_frame_face_B_A1_1156.jpg,-3.1450343,-14.928481,7.738354,25.811869,0.41718143,0.2632408,0.5237858,0.28229716,B
part2_faceAlign_frame_face_B_A1_1157.jpg,-2.633156,-14.603523,3.071348,20.308027,0.43229613,0.2709031,0.4900716,0.22083901,B
part2_faceAlign_frame_face_B_A1_1158.jpg,-3.714792,-9.208792,-4.419685,17.34327,0.40035772,0.3981071,0.43595672,0.1877333,B
part2_faceAlign_frame_face_B_A1_1159.jpg,-3.7059736,-4.9336057,-7.349939,15.989519,0.4006181,0.49891302,0.41478872,0.17261675,B
part2_faceAlign_frame_face_B_A1_116.jpg,-5.319002,2.4159257,3.5397243,11.2746525,0.35298878,0.67220986,0.4934551,0.11996861,B
part2_faceAlign_frame_face_B_A1_1160.jpg,6.389757,-7.459834,-6.612028,20.46162,0.6987236,0.43934628,0.42011935,0.22255409,B
part2_faceAlign_frame_face_B_A1_1161.jpg,-1.8389308,-8.260624,-2.186959,12.286514,0.4557479,0.42046425,0.45208582,0.13126747,B
part2_faceAlign_frame_face_B_A1_1162.jpg,-11.934288,-11.075921,7.249167,30.259375,0.15765342,0.3540815,0.5202519,0.33195984,B
part2_faceAlign_frame_face_B_A1_1163.jpg,-5.1145477,-3.010663,6.0812473,14.206458,0.3590259,0.54425466,0.5118149,0.15270635,B
part2_faceAlign_frame_face_B_A1_1164.jpg,-9.804215,-4.2502346,7.1297817,21.18423,0.22054996,0.51502645,0.5193895,0.23062305,B
